"","id","year","costs","assets","sales","wva","ws","lp","cm","legal_form","subject_type","inst_sector","empl_num","empl_cat","nace","cs","iis","COGSS","nace2","GO","W","II","COGS","VA","L","deflatorgfcp","deflatorintp","deflatorprdp","deflatorvalp","deflatorgdp","deflatorcpi","rGO","rVA","rII","rW","rK","rCOGS","go","w","ii","va","l","k","cogs","lagExists","entry","exit","pp_sales","tenders","pp_dummy","pp_share","lgExist","trim","s_g","s_g_p_1","s_g_p_2","s_g_p_3","s_g_p_4","s_g_p_5","s_g_p_95","s_g_p_96","s_g_p_97","s_g_p_98","s_g_p_99","costshare","cs_p_1","cs_p_99","betahat_tl","muhat_tl","t","markup","Y","Ei","K","D","nyear","i","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","meanpp","lastcohort","gvar","T"
"1",17046998,2006,99145000,1090000,99931000,0.83489996,0.13260001,352955.56,0.46970001,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.99213457,0.85953456,0.53030002,43,99931000,13250852,85894152,52993412,14036848,39.769447,0.97640002,0.91620004,0.91710001,0.90970004,0.87900233,0.82970738,108964128,15430194,93750432,15970512,1116345.8,57840440,18.506529,16.586254,18.356148,16.551836,3.683099,13.925571,17.873199,1,0,0,0,"Master only (1)",0,0,1,1,1.8838744,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,0.98106503,0.16021043,0.99653023,0.98137683,1.7929672,1,1.7929672,0.5838719,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"2",17046998,2007,123430000,3636000,132687000,0.46130002,0.093500003,689589.75,0.49680001,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.93023431,0.83673429,0.50319999,43,132687000,12406235,111023760,66768096,21663240,31.414679,0.97470003,0.94800001,0.95429999,0.96279997,0.91012228,0.85337996,139041184,22500250,117113672,14537762,3730378.5,70430480,18.75028,16.49226,18.578655,16.929037,3.4472752,15.13202,18.070137,1,0,0,0,"Master only (1)",0,0,1,1,1.9741621,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,0.94969881,0.19257173,0.99529177,0.9686057,1.7592555,2,1.7592555,0.56489074,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"3",17046998,2008,105166000,4992000,112271000,0.56240004,0.1197,699617.63,0.523,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.9367156,0.81701559,0.477,43,112271000,13438839,91727160,53553268,20543840,29.364384,0.95639998,0.9774,0.99110001,1.022,0.92841196,0.90764356,113279184,20101606,93848128,14806296,5219573.5,54791556,18.545366,16.510563,18.357189,16.816311,3.3797824,15.467926,17.819046,1,0,0,0,"Master only (1)",0,0,1,1,2.067457,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,0.91302323,0.20035221,0.99795556,0.95474958,1.7085401,3,1.7085401,0.53563923,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"4",17046998,2009,89091000,3963000,98098000,0.5352,0.1356,734294.13,0.53060001,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.90818363,0.7725836,0.46939999,43,98098000,13302089,75788904,46047200,22309096,30.381689,0.96230006,0.98339999,1.0049,1.0559,0.95243758,0.91689593,97619664,21128040,77068240,14507741,4118258,46824488,18.396589,16.490192,18.160202,16.866112,3.4138401,15.230941,17.661917,1,0,0,0,"Master only (1)",0,0,1,1,2.0847993,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,0.91915911,0.18825078,0.99480075,0.95327032,1.6767057,4,1.6767057,0.51683098,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"5",17046998,2010,78671000,6531000,84797000,0.58520001,0.1664,708941.19,0.5302,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.92775691,0.76135689,0.4698,43,84797000,14110221,64560780,39837632,20236220,28.544287,0.93330002,0.98640001,1.0035,1.0437,0.93886238,0.93039924,84501248,19388924,65450912,15165770,6997750,40386892,18.252277,16.534552,17.996811,16.780212,3.3514569,15.761099,17.514015,1,0,0,0,"Master only (1)",0,0,1,1,2.092294,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,0.85232031,0.17120239,0.9910233,0.93976462,1.6911005,5,1.6911005,0.52537948,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"6",17046998,2011,96366000,6610000,100604000,0.64089996,0.16149999,633600,0.53390002,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.95787442,0.79637444,0.46609998,43,100604000,16247545,80118456,46891524,20485544,32.331982,0.92129999,0.99070001,1,1.021,0.93866926,0.94823706,100604000,20064196,80870552,17134476,7174644.5,47331708,18.426702,16.656603,18.208361,16.814447,3.4760568,15.786064,17.672691,1,0,0,0,"Master only (1)",0,0,1,1,2.1255095,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,0.86837047,0.17771626,0.99270868,0.94470567,1.7369403,6,1.7369403,0.5521251,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"7",17046998,2012,130537000,6725000,137476000,0.58249998,0.1279,737658.56,0.60570002,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.94952571,0.82162571,0.39429998,43,137476000,17583182,112953816,54206784,24522184,33.243271,0.95649999,0.99160004,0.99449998,1,0.95228857,0.97941154,138236304,24522184,113910664,17952802,7030841.5,54665976,18.744474,16.703257,18.550924,17.015089,3.5038524,15.765817,17.816751,1,0,0,0,"Master only (1)",0,0,1,1,2.5287449,1.0807327,1.107379,1.1148077,1.1446264,1.1530981,4.7775946,5.2923789,6.2162333,6.4577956,12.589449,0.88604206,0.21952453,0.99618721,0.94988173,1.6635052,7,1.6635052,0.50892693,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"8",17046998,2013,106527000,5911000,115003000,0.57520002,0.14850001,777736.81,0.54070002,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.92629755,0.77779752,0.45929998,43,115003000,17077946,89449048,52820876,25553952,32.856812,0.96769994,0.98730004,0.98269999,0.97129995,0.96528453,0.99349838,117027576,26309022,90599664,17189706,6108298.5,53500328,18.577921,16.659821,18.32196,17.085423,3.4921591,15.625159,17.795198,1,0,0,0,"Master only (1)",0,0,1,1,2.187418,1.0395045,1.0712026,1.080767,1.1059896,1.1326731,4.2935085,4.5896811,4.9080658,5.8074036,18.884979,0.89752662,0.22235148,0.99706173,0.95141804,1.5614531,8,1.5614531,0.44561687,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"9",17046998,2014,124341000,5487000,128785000,0.39139998,0.12979999,947444.44,0.57169998,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.9654929,0.83569288,0.42830002,43,128785000,16716292,107624704,55158620,21160296,22.334076,0.98930001,0.99849999,0.98690003,0.95999998,0.99017471,0.99691588,130494472,22041976,107786384,16768007,5546346,55241484,18.686842,16.634983,18.495663,16.908459,3.1061137,15.52865,17.827225,1,0,0,0,"Master only (1)",0,0,1,1,2.3622551,1.0747333,1.0896649,1.1213056,1.1433539,1.158276,4.6732278,5.0285978,5.2805529,6.0912337,7.7827225,0.90875894,0.066069283,0.99815047,0.9540484,1.586888,9,1.586888,0.46177483,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"10",17046998,2015,93302000,6822000,100662000,0.5212,0.1549,884117.63,0.55110002,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.92688406,0.77198404,0.44889998,43,100662000,15592544,77709456,45187172,22952544,25.960962,1,1,1,1,1,1,100662000,22952544,77709456,15592544,6822000,45187172,18.427279,16.562304,18.168488,16.94894,3.2565939,15.735663,17.626324,1,0,0,0,"Master only (1)",0,0,1,1,2.2276676,1.07032,1.082837,1.1247329,1.1412919,1.1576754,4.6104183,5.5555553,6.6666679,8.7260027,14.925379,0.8688308,0.11420469,0.99456435,0.94395506,1.7081835,10,1.7081835,0.53543055,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"11",17046998,2016,81500000,5789000,90046000,0.56980002,0.1656,86068352,0.5273,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.90509295,0.73949295,0.4727,43,90046000,14911618,66588384,42564744,23457616,0.27254635,0.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,88951888,22568420,66568420,14810389,5802345.5,42551980,18.303606,16.510839,18.013741,16.932062,-1.2999465,15.573772,17.566236,1,0,0,0,"Master only (1)",0,0,1,1,2.0904288,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,0.88000357,0.14455283,0.99409813,0.94453543,1.7956847,11,1.7956847,0.5853864,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"12",17046998,2017,159016000,11352000,157221000,0.35729998,0.0964,148928.98,0.63240004,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,1.011417,0.91501701,0.36759996,43,157220992,15156104,143859888,57794432,13361104,89.7146,0.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,150292512,12149772,140666752,14693154,11355407,56511620,18.828094,16.502892,18.761904,16.31282,4.4966335,16.245205,17.849957,1,0,0,0,"Master only (1)",0,0,1,1,2.6594975,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,0.83268154,0.12277135,0.99353218,0.94329029,1.820891,12,1.820891,0.59932595,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"13",17046998,2018,114502000,12699000,114547000,3.1270001,0.146,NA,0.52149999,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.99960715,0.85360718,0.47850001,43,114547000,16723862,97778144,54810740,16768856,NA,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,105108280,14133043,93166408,15871860,12645888,52225576,18.470501,16.580059,18.349897,16.464025,NA,16.352842,17.771084,1,0,0,0,"Master only (1)",0,0,1,1,2.0125825,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,0.80506241,0.12412826,0.99643099,0.93890363,1.8655952,13,1.8655952,0.62358016,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"14",17046998,2019,120033000,11183000,119459000,0.88870001,0.1743,115568.76,0.66059995,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,1.004805,0.83050495,0.33940005,43,119459000,20821704,99211288,40544392,20247712,175.20056,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,103778120,15511922,91078016,19213752,10730186,37220592,18.457766,16.771137,18.327227,16.557119,5.1659312,16.188572,17.432373,1,0,0,0,"Master only (1)",0,0,1,1,2.7881911,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,0.77622497,0.10845396,0.99716008,0.93014121,1.8836483,14,1.8836483,0.63321048,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"15",17046998,2020,104704000,10822000,93569000,NA,0.20979999,81235088,0.39700001,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,1.1190031,0.90920305,0.60299999,43,93569000,19630776,85073224,56422104,8495776,0.10458259,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,77921624,6239241.5,74865968,17559680,9953952,49652468,18.171213,16.681116,18.13121,15.646369,-2.2577782,16.11348,17.720558,1,0,0,0,"Master only (1)",0,0,1,1,1.5693403,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,0.83300537,0.17136976,0.99402052,0.9410519,1.8081565,15,1.8081565,0.59230781,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"16",17046998,2021,120300000,9621000,121434000,0.3125,0.1735,139911.75,0.64910007,"Limited liability company","Company","Non-financial corporations national private",31,"25 - 49 employees",432900,0.99066162,0.81716162,0.35089993,43,121434000,21068800,99231208,42611184,22202792,158.69141,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,97866208,15779846,84509640,18149092,8563960,36289552,18.399113,16.71413,18.252377,16.574244,5.0669613,15.963074,17.40704,1,0,0,0,"Master only (1)",0,0,1,1,2.696815,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,0.80906826,0.208937,0.99669135,0.93291467,1.7935439,16,1.7935439,0.58419353,Inf,NA,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"17",25021851,2006,116692000,11341000,125895000,0.67839998,0.2066,448435.28,0.67440003,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.92689937,0.72029936,0.32559997,42,125895000,26009906,90682088,40991408,35212912,78.523956,0.97640002,0.91620004,0.91710001,0.90970004,0.87900233,0.82970738,137275104,38708268,98976296,31348288,11615117,44740676,18.737497,17.26067,18.410391,17.471563,4.3634038,16.267818,17.616394,1,0,0,0,"Master only (1)",0,0,1,1,3.0682395,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,0.79389668,0.16021043,0.99653023,0.93506265,1.8180003,1,1.8180003,0.59773719,11,-10,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"18",25021851,2007,121678000,11674000,134227000,0.63679999,0.2013,573986.31,0.67309999,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.9065091,0.70520914,0.32690001,42,134227008,27019894,94658104,43878808,39568904,68.937019,0.97470003,0.94800001,0.95429999,0.96279997,0.91012228,0.85337996,140654944,41097740,99850320,31662208,11977018,46285660,18.76182,17.270634,18.419184,17.531464,4.2331934,16.2985,17.650343,1,0,0,0,"Master only (1)",0,0,1,1,3.0388451,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,0.79443067,0.19257173,0.99529177,0.93571228,1.7806928,2,1.7806928,0.57700253,11,-9,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"19",25021851,2008,143934000,14877000,162553000,0.5995,0.18620001,664520,0.65550005,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.88545889,0.69925886,0.34449995,42,162552992,30267370,113666624,55999500,48886368,73.566437,0.95639998,0.9774,0.99110001,1.022,0.92841196,0.90764356,164012704,47834020,116294888,33347198,15555207,57294352,18.915455,17.322485,18.57164,17.683249,4.2981887,16.559906,17.863712,1,0,0,0,"Master only (1)",0,0,1,1,2.862633,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,0.78647494,0.20035221,0.99795556,0.93869245,1.734418,3,1.734418,0.55067194,11,-8,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"20",25021851,2009,177097000,19647000,200633000,0.61299998,0.22299999,714030.94,0.6056,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.88269126,0.65969127,0.3944,42,200632992,44741156,132355840,79129656,68277152,95.622124,0.96230006,0.98339999,1.0049,1.0559,0.95243758,0.91689593,199654688,64662520,134590032,48796328,20416708,80465384,19.112101,17.703165,18.717745,17.984692,4.5604043,16.831863,18.203337,1,0,0,0,"Master only (1)",0,0,1,1,2.4812493,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,0.79761809,0.18825078,0.99480075,0.94575381,1.70205,4,1.70205,0.53183341,11,-7,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"21",25021851,2010,134204000,16859000,148089000,0.61830002,0.29790002,714653.06,0.56369996,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.90623879,0.60833877,0.43630004,42,148088992,44115716,90088280,64611236,58000712,81.159256,0.93330002,0.98640001,1.0035,1.0437,0.93886238,0.93039924,147572496,55572208,91330376,47415900,18063860,65502064,18.80983,17.674469,18.329994,17.833193,4.3964133,16.709423,17.997593,1,0,0,0,"Master only (1)",0,0,1,1,2.2529442,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,0.78383702,0.17120239,0.9910233,0.9407956,1.7112856,5,1.7112856,0.53724492,11,-6,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"22",25021851,2011,149437000,16278000,146531000,0.94209999,0.40330002,933850.75,0.42290002,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,1.019832,0.61653197,0.57709998,42,146531008,59095956,90341048,84563040,56189960,60.17017,0.92129999,0.99070001,1,1.021,0.93866926,0.94823706,146531008,55034240,91189104,62321920,17668512,85356856,18.802748,17.947824,18.328445,17.823465,4.0971766,16.687294,18.262352,1,0,0,0,"Master only (1)",0,0,1,1,1.7166871,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,0.82850331,0.17771626,0.99270868,0.95006579,1.748265,6,1.748265,0.55862391,11,-5,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"23",25021851,2012,178679000,18526000,164770000,1.1066999,0.46060002,821500,0.36070001,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,1.0844146,0.62381458,0.63929999,42,164770000,75893064,102785928,105337456,61984072,75.452309,0.95649999,0.99160004,0.99449998,1,0.95228857,0.97941154,165681248,61984072,103656640,77488432,19368532,106229784,18.925577,18.16564,18.456594,17.942389,4.3235006,16.77916,18.481115,1,0,0,0,"Master only (1)",0,0,1,1,1.5596497,1.0807327,1.107379,1.1148077,1.1446264,1.1530981,4.7775946,5.2923789,6.2162333,6.4577956,12.589449,0.84578985,0.21952453,0.99618721,0.95595407,1.6711247,7,1.6711247,0.51349688,11,-4,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"24",25021851,2013,225829000,33513000,234629000,0.64749998,0.17930001,688728.25,0.64679998,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.96249396,0.78319395,0.35320002,42,234628992,42068984,183760016,82870968,50868976,73.859283,0.96769994,0.98730004,0.98269999,0.97129995,0.96528453,0.99349838,238759536,52372056,186123776,42344292,34631604,83936968,19.290968,17.561344,19.041922,17.773884,4.3021617,17.360277,18.245577,1,0,0,0,"Master only (1)",0,0,1,1,2.8445098,1.0395045,1.0712026,1.080767,1.1059896,1.1326731,4.2935085,4.5896811,4.9080658,5.8074036,18.884979,0.70791918,0.22235148,0.99706173,0.93867815,1.6089833,8,1.6089833,0.47560248,11,-3,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"25",25021851,2014,224483000,35304000,233058000,0.68000001,0.19700001,NA,0.57130003,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.96320659,0.76620656,0.42869997,42,233058000,45912428,178570576,99911960,54487424,NA,0.98930001,0.99849999,0.98690003,0.95999998,0.99017471,0.99691588,236151584,56757736,178838832,46054464,35685840,100062056,19.279984,17.645336,19.001995,17.854303,NA,17.390265,18.421301,1,0,0,0,"Master only (1)",0,0,1,1,2.3600514,1.0747333,1.0896649,1.1213056,1.1433539,1.158276,4.6732278,5.0285978,5.2805529,6.0912337,7.7827225,0.73711681,0.066069283,0.99815047,0.94411248,1.6256489,9,1.6256489,0.48590702,11,-2,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"26",25021851,2015,387610000,39998000,447954000,0.34669998,0.1305,NA,0.59130001,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.86528975,0.73478973,0.40869999,42,447953984,58458000,329152000,183078800,118801984,NA,1,1,1,1,1,1,447953984,118801984,329152000,58458000,39998000,183078800,19.9202,17.88382,19.61203,18.592968,NA,17.504339,19.025427,1,0,0,0,"Master only (1)",0,0,1,1,2.4467824,1.07032,1.082837,1.1247329,1.1412919,1.1576754,4.6104183,5.5555553,6.6666679,8.7260027,14.925379,0.8206985,0.11420469,0.99456435,0.96261853,1.7068608,10,1.7068608,0.53465587,11,-1,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,0
"27",25021851,2016,355931000,36092000,415166000,0.50310004,0.16339999,NA,0.61689997,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.85732216,0.69392216,0.38310003,42,415166016,67838120,288092896,159050112,127073120,NA,0.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,410121504,122256224,288006528,67377592,36175204,159002416,19.831964,18.025824,19.478495,18.62163,NA,17.403885,18.88443,1,0,0,12187119.2390083,"Matched (3)",1,0.029354811,1,1,2.5793414,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,0.81465495,0.14455283,0.99409813,0.95948672,2.070194,11,2.070194,0.7276423,11,0,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"28",25021851,2017,277875000,80554000,302696000,0.65879995,0.24690001,NA,0.58450001,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.91800022,0.6711002,0.41549999,42,302696000,74735648,203139344,125770184,99556656,NA,0.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,289356640,90530744,198630448,72452816,80578176,122978576,19.483171,18.098446,19.106956,18.321199,NA,18.204739,18.627522,1,0,0,62200395.83,"Matched (3)",1,0.205488,1,1,2.3529029,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,0.60414886,0.12277135,0.99353218,0.93795753,2.1614115,12,2.1614115,0.77076149,11,1,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"29",25021851,2018,318567000,80100000,361087000,0.57950002,0.22540002,NA,0.54930001,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.88224447,0.65684444,0.45069999,42,361087008,81389016,237177984,162741904,123909024,NA,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,331333280,104432376,225991408,77242624,79764992,155066128,19.618635,18.162462,19.236008,18.46405,NA,18.194595,18.859362,1,0,0,42954300.78,"Matched (3)",1,0.11895832,1,1,2.1367226,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,0.66033041,0.12412826,0.99643099,0.94592661,2.2082903,13,2.2082903,0.79221863,11,2,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"30",25021851,2019,360060000,93729000,406910000,0.55900002,0.21879999,NA,0.57230002,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.88486397,0.66606396,0.42769998,42,406910016,89031904,271028096,174035408,135881920,NA,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,353496672,104100144,248809408,82156432,89933800,159768112,19.683384,18.224136,19.332197,18.460863,NA,18.314585,18.889235,1,0,0,581071297.41,"Matched (3)",1,1,1,1,2.2125609,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,0.63983536,0.10845396,0.99716008,0.94500273,2.239089,14,2.239089,0.80606908,11,3,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"31",25021851,2020,451727000,66841000,428161000,0.71370006,0.23719999,NA,0.58560002,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,1.05504,0.81783998,0.41439998,42,428160992,101559784,350167168,177429904,77993824,NA,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,356560416,57278144,308153408,90844968,61479588,156141504,19.692015,18.324665,19.546108,17.86343,NA,17.934216,18.866274,1,0,0,285537059.94,"Matched (3)",1,0.66689181,1,1,2.2835724,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,0.71749252,0.17136976,0.99402052,0.95034671,2.1847045,15,2.1847045,0.78148061,11,4,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"32",25021851,2021,451357000,64336000,467698000,0.81650001,0.22239999,NA,0.54430002,"Joint stock company","Company","Non-financial corporations national private",92,"100 - 199 employees",421200,0.96506077,0.74266076,0.45569998,42,467697984,104016032,347340960,213129968,120357024,NA,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,376927616,85539480,295810784,89601520,57267536,181510816,19.747564,18.310883,19.50523,18.264488,NA,17.863245,19.016827,1,0,0,161673277.94,"Matched (3)",1,0.34567878,1,1,2.0766125,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,0.76016444,0.208937,0.99669135,0.9565571,2.0763023,16,2.0763023,0.73058856,11,5,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0.375,0,11,1
"33",25223798,2006,156828000,40769000,156963000,0.77669996,0.1243,301271.59,0.19870001,"Limited liability company","Company","Non-financial corporations national private",118,"100 - 199 employees",431200,0.9991399,0.8748399,0.80129999,43,156963008,19510502,137317488,125774448,19645520,65.208672,0.97640002,0.91620004,0.91710001,0.90970004,0.87900233,0.82970738,171151456,21595602,149877184,23514920,41754404,137278368,18.958059,16.973146,18.825327,16.888,4.1775923,17.547316,18.737522,1,0,0,0,"Master only (1)",0,0,1,1,1.2467475,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,0.76677787,0.16021043,0.99653023,0.95223379,1.8237847,1,1.8237847,0.60091382,6,-5,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0.4375,0,6,0
"34",25223798,2007,231404000,34505000,246622000,0.55250001,0.1065,525373.63,0.26660001,"Limited liability company","Company","Non-financial corporations national private",118,"100 - 199 employees",431200,0.93829423,0.83179426,0.73339999,43,246622000,26265242,205138768,180872576,41483232,78.959488,0.97470003,0.94800001,0.95429999,0.96279997,0.91012228,0.85337996,258432368,43086032,216391104,30777898,35400636,190793856,19.370144,17.242308,19.192598,17.578709,4.3689351,17.38224,19.066704,1,0,0,0,"Master only (1)",0,0,1,1,1.3545109,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,0.84349471,0.19257173,0.99529177,0.96597189,1.7531037,2,1.7531037,0.56138778,6,-4,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0.4375,0,6,0
